name,email,personnummer,average_heartbeat,chronic_illness
Lars Holm,lars.holm801@example.se,19930920-5519,90,Hypothyroidism
Vilde Virtanen,vilde.virtanen446@example.se,19840927-6114,58,Hypertension
Erik Laine,erik.laine848@example.se,19971212-5146,79,Hypothyroidism
Kari Johansen,kari.johansen155@example.se,19640714-5035,74,Celiac Disease
Maja Johansen,maja.johansen206@example.se,19990422-2519,68,COPD
Erik Olofsson,erik.olofsson551@example.se,19540311-2203,69,
Kari Berg,kari.berg280@example.se,19951109-3838,71,Asthma
Mika Holm,mika.holm518@example.se,19870612-1882,76,Celiac Disease
Tilde Berg,tilde.berg993@example.se,19960720-1726,66,COPD
Maja Virtanen,maja.virtanen502@example.se,19580315-4763,53,Asthma
Oskar Svensson,oskar.svensson290@example.se,19810523-4999,67,Hypertension
Nora Poulsen,nora.poulsen598@example.se,19780609-8764,63,Migraine
Anna Berg,anna.berg284@example.se,20010527-8157,51,Celiac Disease
Maja Dahl,maja.dahl538@example.se,19510310-3286,75,Hypertension
Kari Berg,kari.berg355@example.se,19890902-9988,80,
Elias Olofsson,elias.olofsson135@example.se,19550812-5449,57,
Ingrid Karlsen,ingrid.karlsen549@example.se,19600324-9683,51,
Sofie Laine,sofie.laine119@example.se,19980627-4142,74,Hypothyroidism
Aksel Berg,aksel.berg850@example.se,19950122-2522,90,
Aksel Rasmussen,aksel.rasmussen119@example.se,20020618-5300,83,COPD
Anna Eriksen,anna.eriksen958@example.se,19820801-7783,55,Hypothyroidism
Tilde Poulsen,tilde.poulsen991@example.se,19590305-2708,72,Asthma
Elias Sigurdsson,elias.sigurdsson653@example.se,19720115-7995,82,Migraine
Ingrid Korhonen,ingrid.korhonen749@example.se,19701012-3619,71,Celiac Disease
Emil Laine,emil.laine278@example.se,20030323-9183,74,Migraine
Henrik Andersson,henrik.andersson851@example.se,19850708-3555,78,COPD
Emil Svensson,emil.svensson513@example.se,19690102-9127,57,Migraine
Jonas Virtanen,jonas.virtanen366@example.se,19780528-9835,68,Type 2 Diabetes
Maja Hansen,maja.hansen524@example.se,19841110-5638,72,Arthritis
Anna Karlsen,anna.karlsen223@example.se,19910206-2539,58,Asthma
Lars Dahl,lars.dahl314@example.se,19920721-7509,72,COPD
Kasper Karlsen,kasper.karlsen137@example.se,20051225-4553,91,Celiac Disease
Oskar Svensson,oskar.svensson232@example.se,19781222-3900,74,Type 2 Diabetes
Emil Hansen,emil.hansen901@example.se,19500211-3399,69,
Henrik Korhonen,henrik.korhonen615@example.se,19660722-3796,60,Type 2 Diabetes
Tilde Dahl,tilde.dahl422@example.se,20050912-1478,80,Hypothyroidism
Aksel Hansen,aksel.hansen324@example.se,20020823-8251,76,Asthma
Aksel Lund,aksel.lund739@example.se,19511128-3641,58,Arthritis
Ingrid Andersson,ingrid.andersson237@example.se,19540916-1393,59,COPD
Anna Eriksen,anna.eriksen179@example.se,19650902-7368,72,Celiac Disease
Freja Poulsen,freja.poulsen689@example.se,19911108-4751,67,
Jonas Dahl,jonas.dahl318@example.se,19790604-3241,66,
Emil Svensson,emil.svensson147@example.se,19860509-4128,70,Migraine
Lars Dahl,lars.dahl921@example.se,19840811-5460,62,Celiac Disease
Nora Olofsson,nora.olofsson880@example.se,19720513-5920,77,Migraine
Oskar Rasmussen,oskar.rasmussen552@example.se,19511216-1479,67,Hypertension
Sofie Nielsen,sofie.nielsen568@example.se,20010605-8590,46,
Maja Korhonen,maja.korhonen832@example.se,19980403-5077,54,Migraine
Lars Olofsson,lars.olofsson806@example.se,19510104-4939,83,COPD
Kasper Eriksen,kasper.eriksen980@example.se,19960623-9519,77,Arthritis
Emil Sigurdsson,emil.sigurdsson984@example.se,19560210-5480,61,
Erik Hansen,erik.hansen254@example.se,19520906-1184,69,
Sofie Virtanen,sofie.virtanen326@example.se,19680325-7072,90,
Tilde Johansen,tilde.johansen740@example.se,19610815-4772,80,Celiac Disease
Lars Poulsen,lars.poulsen263@example.se,19730526-5608,77,
Tilde Dahl,tilde.dahl504@example.se,19560324-3763,85,
Sanna Andersson,sanna.andersson610@example.se,19860920-7362,66,COPD
Maja Olofsson,maja.olofsson539@example.se,20030422-5380,77,Migraine
Nora Hansen,nora.hansen752@example.se,19780306-8941,63,Arthritis
Oskar Korhonen,oskar.korhonen773@example.se,19720818-7451,57,
Sanna Svensson,sanna.svensson904@example.se,19941121-2709,60,
Oskar Berg,oskar.berg231@example.se,19981206-9228,93,
Tilde Svensson,tilde.svensson867@example.se,19910517-3952,75,Arthritis
Elias Johansen,elias.johansen521@example.se,19890304-2362,67,Hypertension
Sanna Poulsen,sanna.poulsen773@example.se,19931019-5312,73,
Anna Johansen,anna.johansen267@example.se,19790116-3947,70,Migraine
Sanna Lund,sanna.lund606@example.se,19600517-6842,78,Arthritis
Tilde Svensson,tilde.svensson971@example.se,19760408-2776,72,COPD
Lars Berg,lars.berg305@example.se,20050518-7558,78,Hypothyroidism
Mika Virtanen,mika.virtanen979@example.se,19890926-4397,80,Type 2 Diabetes
Mika Poulsen,mika.poulsen393@example.se,19771227-3970,75,Type 2 Diabetes
Kari Laine,kari.laine185@example.se,19950801-1850,60,COPD
Mika Korhonen,mika.korhonen337@example.se,19741011-6144,71,Migraine
Aksel Laine,aksel.laine71@example.se,19991223-8722,69,
Sanna Rasmussen,sanna.rasmussen775@example.se,19870527-7395,87,Celiac Disease
Nora Sigurdsson,nora.sigurdsson779@example.se,19920213-1215,74,Type 2 Diabetes
Mika Berg,mika.berg422@example.se,20030812-3199,59,Hypothyroidism
Lars Andersson,lars.andersson348@example.se,19920314-4984,68,Hypothyroidism
Lars Lund,lars.lund356@example.se,20040424-7298,63,Hypothyroidism
Henrik Korhonen,henrik.korhonen503@example.se,19860904-1530,84,Hypertension
Maja Dahl,maja.dahl43@example.se,19531126-9926,54,Arthritis
Elias Olofsson,elias.olofsson342@example.se,19531020-7214,66,Hypertension
Elias Holm,elias.holm81@example.se,19981201-8533,77,Arthritis
Aksel Svensson,aksel.svensson883@example.se,19780303-8321,76,Hypertension
Ingrid Holm,ingrid.holm778@example.se,19640404-3629,77,
Nora Korhonen,nora.korhonen93@example.se,20041107-7619,81,Type 2 Diabetes
Emil Johansen,emil.johansen153@example.se,19930903-7129,81,Arthritis
Aksel Holm,aksel.holm272@example.se,20051022-4852,77,Hypothyroidism
Sanna Holm,sanna.holm7@example.se,19860914-8379,63,Asthma
Elias Berg,elias.berg572@example.se,19890305-1719,80,Hypertension
Erik Olofsson,erik.olofsson581@example.se,19531009-6698,77,
Ingrid Lund,ingrid.lund529@example.se,19610504-6059,69,Arthritis
Maja Lund,maja.lund357@example.se,19810327-6778,91,Migraine
Vilde Andersson,vilde.andersson596@example.se,19770324-9650,50,Migraine
Nora Nielsen,nora.nielsen2@example.se,19751028-3902,64,Asthma
Nora Hansen,nora.hansen543@example.se,19900205-6312,59,Type 2 Diabetes
Elias Berg,elias.berg478@example.se,19901201-6579,64,Type 2 Diabetes
Freja Nielsen,freja.nielsen184@example.se,19760312-6991,79,Hypertension
Sofie Johansen,sofie.johansen108@example.se,19581120-3825,66,Hypertension
Oskar Olofsson,oskar.olofsson556@example.se,19530403-7197,69,Type 2 Diabetes
Kasper Holm,kasper.holm321@example.se,19910717-9951,66,COPD
Oskar Korhonen,oskar.korhonen436@example.se,19510616-2270,74,
Ingrid Hansen,ingrid.hansen211@example.se,19970601-2868,86,Type 2 Diabetes
Jonas Karlsen,jonas.karlsen898@example.se,19610122-9513,72,Type 2 Diabetes
Ingrid Nielsen,ingrid.nielsen322@example.se,19850712-2388,83,Asthma
Mika Korhonen,mika.korhonen759@example.se,19850206-8339,64,Hypothyroidism
Oskar Korhonen,oskar.korhonen578@example.se,19870518-2212,84,Arthritis
Anna Johansen,anna.johansen56@example.se,19730602-7452,73,COPD
Jonas Poulsen,jonas.poulsen291@example.se,20051005-9655,77,Celiac Disease
Vilde Karlsen,vilde.karlsen907@example.se,19900623-9875,72,Hypertension
Oskar Olofsson,oskar.olofsson638@example.se,19890803-1891,67,Arthritis
Maja Andersson,maja.andersson246@example.se,20000207-3962,64,Hypertension
Tilde Sigurdsson,tilde.sigurdsson755@example.se,19810126-1771,65,COPD
Sofie Hansen,sofie.hansen900@example.se,19560427-6066,59,
Maja Holm,maja.holm256@example.se,19820302-1312,80,Celiac Disease
Aksel Laine,aksel.laine95@example.se,19720817-1094,67,COPD
Aksel Dahl,aksel.dahl290@example.se,19870624-7517,77,
Nora Berg,nora.berg375@example.se,19930512-5396,63,Migraine
Elias Olofsson,elias.olofsson761@example.se,19700207-2167,72,COPD
Henrik Berg,henrik.berg172@example.se,19771221-2444,65,
Nora Poulsen,nora.poulsen854@example.se,19730621-9422,74,Arthritis
Henrik Poulsen,henrik.poulsen303@example.se,19500515-3547,69,Type 2 Diabetes
Ingrid Johansen,ingrid.johansen685@example.se,19651010-9375,86,Asthma
Freja Karlsen,freja.karlsen338@example.se,19730528-2185,53,
Elias Svensson,elias.svensson962@example.se,19670814-6887,54,Celiac Disease
Tilde Sigurdsson,tilde.sigurdsson737@example.se,19750915-9415,56,Hypothyroidism
Sofie Berg,sofie.berg126@example.se,19930922-8371,56,Type 2 Diabetes
Ingrid Poulsen,ingrid.poulsen913@example.se,19530101-8533,91,Hypertension
Tilde Holm,tilde.holm36@example.se,19910614-2651,73,Celiac Disease
Tilde Laine,tilde.laine523@example.se,19990415-5040,77,Migraine
Oskar Andersson,oskar.andersson95@example.se,19650202-8107,63,Type 2 Diabetes
Maja Dahl,maja.dahl948@example.se,19530820-6687,86,
Elias Dahl,elias.dahl422@example.se,19850621-6933,83,Migraine
Maja Nielsen,maja.nielsen138@example.se,19890617-3660,61,
Jonas Holm,jonas.holm501@example.se,19850619-4942,75,Hypothyroidism
Lars Berg,lars.berg972@example.se,19781019-2711,85,
Kari Sigurdsson,kari.sigurdsson182@example.se,19880614-8145,80,Hypothyroidism
Kari Laine,kari.laine209@example.se,19820224-6314,72,COPD
Ingrid Nielsen,ingrid.nielsen39@example.se,19650609-7589,63,Hypertension
Sofie Berg,sofie.berg186@example.se,20051220-2387,64,Asthma
Vilde Laine,vilde.laine67@example.se,19951112-9447,70,Migraine
Kari Poulsen,kari.poulsen894@example.se,19920508-6099,67,Migraine
Elias Svensson,elias.svensson295@example.se,19570201-1954,85,Type 2 Diabetes
Aksel Korhonen,aksel.korhonen506@example.se,19791016-9370,71,Hypertension
Nora Olofsson,nora.olofsson703@example.se,19540812-4279,82,Arthritis
Sofie Andersson,sofie.andersson968@example.se,19560221-8065,65,Asthma
Aksel Olofsson,aksel.olofsson806@example.se,20020221-3127,60,COPD
Maja Berg,maja.berg598@example.se,19780813-4056,71,Type 2 Diabetes
Emil Berg,emil.berg74@example.se,19720424-9883,65,Arthritis
Lars Lund,lars.lund68@example.se,19890208-7448,87,
Elias Berg,elias.berg32@example.se,19980112-7173,76,Celiac Disease
Sofie Poulsen,sofie.poulsen371@example.se,19650827-1501,92,Asthma
Ingrid Nielsen,ingrid.nielsen899@example.se,19570424-1231,76,
Aksel Berg,aksel.berg183@example.se,19851114-5409,67,Hypertension
Erik Svensson,erik.svensson433@example.se,19990502-7232,64,Asthma
Jonas Korhonen,jonas.korhonen839@example.se,19500524-3344,81,Celiac Disease
Tilde Sigurdsson,tilde.sigurdsson787@example.se,19671020-3663,77,Migraine
Ingrid Johansen,ingrid.johansen203@example.se,19850806-7727,56,Celiac Disease
Tilde Karlsen,tilde.karlsen304@example.se,19950109-6023,76,COPD
Mika Laine,mika.laine508@example.se,19560327-9812,69,Hypothyroidism
Erik Berg,erik.berg254@example.se,20010908-9313,58,Hypothyroidism
Vilde Svensson,vilde.svensson568@example.se,19580604-2621,74,Type 2 Diabetes
Lars Holm,lars.holm363@example.se,19720111-1059,69,COPD
Erik Holm,erik.holm449@example.se,19620928-6857,69,Type 2 Diabetes
Sanna Korhonen,sanna.korhonen7@example.se,19821023-3796,73,Migraine
Emil Virtanen,emil.virtanen659@example.se,19770310-6811,86,Type 2 Diabetes
Aksel Sigurdsson,aksel.sigurdsson323@example.se,20030915-6575,66,Hypertension
Mika Virtanen,mika.virtanen176@example.se,19831224-7343,64,Migraine
Emil Nielsen,emil.nielsen271@example.se,19720324-5704,68,Hypertension
Mika Berg,mika.berg732@example.se,19940209-7658,44,
Ingrid Lund,ingrid.lund293@example.se,19530526-6989,61,Type 2 Diabetes
Sofie Karlsen,sofie.karlsen542@example.se,19610227-7316,56,Celiac Disease
Kari Korhonen,kari.korhonen811@example.se,20031207-8930,64,Hypothyroidism
Jonas Dahl,jonas.dahl8@example.se,19900627-9568,58,Migraine
Vilde Andersson,vilde.andersson81@example.se,19741204-4254,68,COPD
Freja Rasmussen,freja.rasmussen171@example.se,20030625-5305,67,
Erik Olofsson,erik.olofsson283@example.se,19591217-1530,76,Type 2 Diabetes
Sanna Andersson,sanna.andersson749@example.se,19800920-5353,75,COPD
Anna Rasmussen,anna.rasmussen735@example.se,19511201-7107,69,
Sofie Svensson,sofie.svensson863@example.se,20000521-1887,79,
Jonas Holm,jonas.holm94@example.se,19961126-2219,58,Type 2 Diabetes
Anna Johansen,anna.johansen217@example.se,19851106-1225,57,Migraine
Erik Andersson,erik.andersson604@example.se,19841105-4011,97,Hypertension
Vilde Olofsson,vilde.olofsson424@example.se,19541019-8312,67,
Erik Laine,erik.laine557@example.se,19530705-7065,69,Arthritis
Sofie Nielsen,sofie.nielsen97@example.se,19861011-7250,90,Hypothyroidism
Sofie Holm,sofie.holm27@example.se,19670123-6574,78,Arthritis
Vilde Eriksen,vilde.eriksen520@example.se,19660516-4137,89,
Kari Karlsen,kari.karlsen460@example.se,19930315-1032,54,Arthritis
Vilde Laine,vilde.laine994@example.se,19710308-5160,74,COPD
Henrik Nielsen,henrik.nielsen711@example.se,19580909-1196,73,Hypothyroidism
Mika Poulsen,mika.poulsen733@example.se,20030905-1486,73,Arthritis
Kasper Karlsen,kasper.karlsen960@example.se,19731010-7745,77,Hypertension
Aksel Sigurdsson,aksel.sigurdsson791@example.se,19531003-5973,69,Migraine
Sofie Virtanen,sofie.virtanen105@example.se,19621109-5657,69,COPD
Nora Andersson,nora.andersson193@example.se,19530109-5722,88,COPD
Vilde Berg,vilde.berg312@example.se,19860225-4323,61,Type 2 Diabetes
Emil Eriksen,emil.eriksen940@example.se,19620123-4601,70,Hypothyroidism
Kari Olofsson,kari.olofsson630@example.se,19511104-6548,76,
Tilde Svensson,tilde.svensson123@example.se,19710323-1064,90,Type 2 Diabetes
Anna Eriksen,anna.eriksen556@example.se,19670922-9480,65,Asthma
Emil Olofsson,emil.olofsson185@example.se,19940428-7623,72,Celiac Disease
Aksel Svensson,aksel.svensson28@example.se,19961208-6604,76,COPD
Tilde Sigurdsson,tilde.sigurdsson852@example.se,19930515-5256,78,
Henrik Holm,henrik.holm537@example.se,19930509-2799,72,Hypertension
Nora Korhonen,nora.korhonen850@example.se,20051006-4389,70,
Mika Laine,mika.laine711@example.se,19910320-8059,50,Hypothyroidism
Oskar Sigurdsson,oskar.sigurdsson839@example.se,19980817-2577,56,Hypertension
Anna Berg,anna.berg971@example.se,19700826-9017,65,Celiac Disease
Kari Poulsen,kari.poulsen973@example.se,19600304-4548,77,Migraine
Emil Rasmussen,emil.rasmussen362@example.se,19551202-9530,70,
Freja Karlsen,freja.karlsen583@example.se,19970402-8666,71,COPD
Ingrid Sigurdsson,ingrid.sigurdsson359@example.se,19920513-5325,63,Hypothyroidism
Tilde Virtanen,tilde.virtanen838@example.se,19520113-8736,68,COPD
Ingrid Berg,ingrid.berg407@example.se,19910225-3346,72,Arthritis
Kasper Olofsson,kasper.olofsson581@example.se,19951001-1394,55,Type 2 Diabetes
Aksel Svensson,aksel.svensson930@example.se,19740404-7078,85,Arthritis
Anna Svensson,anna.svensson114@example.se,19541209-7706,65,Celiac Disease
Elias Andersson,elias.andersson480@example.se,19871119-6342,83,Type 2 Diabetes
Maja Rasmussen,maja.rasmussen548@example.se,20030415-5965,69,COPD
Lars Olofsson,lars.olofsson836@example.se,20011203-6865,73,Hypothyroidism
Elias Berg,elias.berg461@example.se,19771120-4585,63,Asthma
Sanna Eriksen,sanna.eriksen824@example.se,19810713-7443,70,Migraine
Jonas Johansen,jonas.johansen510@example.se,19560206-4416,90,Asthma
Vilde Svensson,vilde.svensson170@example.se,19830921-3367,78,
Maja Olofsson,maja.olofsson103@example.se,19740603-4386,66,Hypothyroidism
Kasper Rasmussen,kasper.rasmussen347@example.se,19770310-3830,96,Arthritis
Jonas Rasmussen,jonas.rasmussen280@example.se,19911105-4791,63,
Maja Olofsson,maja.olofsson993@example.se,19940416-9574,57,Hypothyroidism
Vilde Laine,vilde.laine373@example.se,19510108-4770,67,Type 2 Diabetes
Mika Sigurdsson,mika.sigurdsson162@example.se,19600824-8869,74,Asthma
Sofie Sigurdsson,sofie.sigurdsson923@example.se,19890219-9061,78,Migraine
Tilde Korhonen,tilde.korhonen565@example.se,19540110-9009,79,Migraine
Erik Karlsen,erik.karlsen402@example.se,19741213-7353,62,
Kari Virtanen,kari.virtanen19@example.se,19860627-5532,80,Type 2 Diabetes
Vilde Dahl,vilde.dahl647@example.se,19500523-2181,75,Hypothyroidism
Kari Hansen,kari.hansen67@example.se,20000225-2629,73,Migraine
Freja Lund,freja.lund133@example.se,19910703-2726,64,COPD
Henrik Eriksen,henrik.eriksen218@example.se,19510306-7208,71,Celiac Disease
Henrik Eriksen,henrik.eriksen408@example.se,19610809-7484,84,Type 2 Diabetes
Oskar Berg,oskar.berg191@example.se,19810202-4442,72,Arthritis
Kari Holm,kari.holm691@example.se,19930811-8513,83,Hypertension
Emil Poulsen,emil.poulsen776@example.se,19730207-5694,70,Celiac Disease
Aksel Eriksen,aksel.eriksen995@example.se,19780106-3762,65,Arthritis
Tilde Berg,tilde.berg237@example.se,19880112-4764,69,Arthritis
Maja Johansen,maja.johansen785@example.se,19500611-9457,71,Migraine
Anna Sigurdsson,anna.sigurdsson313@example.se,19641223-1533,72,Hypothyroidism
Vilde Andersson,vilde.andersson357@example.se,19741116-3459,59,Hypothyroidism
Henrik Rasmussen,henrik.rasmussen993@example.se,19630304-6141,68,Migraine
Sanna Andersson,sanna.andersson623@example.se,19600213-8752,72,Type 2 Diabetes
Nora Korhonen,nora.korhonen308@example.se,19791122-2379,50,Migraine
Sanna Karlsen,sanna.karlsen542@example.se,19620220-5946,75,Arthritis
Erik Berg,erik.berg722@example.se,19650724-7428,63,Type 2 Diabetes
Tilde Dahl,tilde.dahl16@example.se,19900324-9404,68,COPD
Jonas Poulsen,jonas.poulsen480@example.se,19660218-8950,91,Migraine
Sanna Korhonen,sanna.korhonen210@example.se,20030227-8975,81,Type 2 Diabetes
Elias Hansen,elias.hansen316@example.se,19980404-8596,45,Arthritis
Elias Lund,elias.lund335@example.se,19731220-1663,84,Type 2 Diabetes
Ingrid Virtanen,ingrid.virtanen384@example.se,20040712-8945,66,Asthma
Freja Nielsen,freja.nielsen485@example.se,19760125-9505,50,Arthritis
Maja Lund,maja.lund26@example.se,19630906-9267,79,Asthma
Mika Andersson,mika.andersson498@example.se,20031123-1818,57,Hypertension
Vilde Eriksen,vilde.eriksen660@example.se,19801017-4137,66,
Jonas Holm,jonas.holm46@example.se,19710404-3047,63,Hypertension
Aksel Laine,aksel.laine366@example.se,19880807-2015,76,Hypertension
Erik Laine,erik.laine474@example.se,19901225-9129,71,Migraine
Emil Svensson,emil.svensson52@example.se,19871119-8733,74,Asthma
Henrik Berg,henrik.berg796@example.se,19950309-8538,79,Type 2 Diabetes
Oskar Berg,oskar.berg998@example.se,19980524-6771,67,Arthritis
Henrik Nielsen,henrik.nielsen474@example.se,19750721-1143,66,
Mika Svensson,mika.svensson21@example.se,19621023-3668,82,COPD
Mika Sigurdsson,mika.sigurdsson436@example.se,19530925-3328,63,Migraine
Lars Karlsen,lars.karlsen412@example.se,19950601-8048,72,Hypothyroidism
Sofie Andersson,sofie.andersson513@example.se,19720724-2683,62,Arthritis
Maja Nielsen,maja.nielsen811@example.se,19610705-5081,76,Asthma
Aksel Rasmussen,aksel.rasmussen272@example.se,19990825-8337,92,
Ingrid Eriksen,ingrid.eriksen816@example.se,19861221-1441,65,Migraine
Sofie Sigurdsson,sofie.sigurdsson613@example.se,19700106-1962,75,Celiac Disease
Anna Svensson,anna.svensson254@example.se,19920428-7540,82,
Vilde Poulsen,vilde.poulsen515@example.se,19920416-8853,67,
Erik Andersson,erik.andersson49@example.se,19920202-6039,84,
Nora Berg,nora.berg912@example.se,20000722-6496,63,
Henrik Dahl,henrik.dahl437@example.se,19861015-8573,78,Hypertension
Elias Johansen,elias.johansen793@example.se,19760902-1305,79,COPD
Henrik Johansen,henrik.johansen474@example.se,19550826-6692,75,COPD
Jonas Rasmussen,jonas.rasmussen73@example.se,19951018-1123,82,Arthritis
Lars Karlsen,lars.karlsen695@example.se,20000616-8330,75,Hypertension
